label	text	split
0	"own books. Moreover, those books don't appear to have any independent notability per WP:N and WP:V. NawlinWiki (talk) "". Please respond in much more detailed and sensible argument and valid reasons to the two detailed replies to you, as to why you, with such hast and vigour, tagged for speedy deletion the article of the seven volumes of Triumph of Truth (Who S Watching The Watchers?). Please be kind enough to also provide your reply on your own talk page (This page, http://en.wikipedia.org/w/index.php?title=User_talk:NawlinWiki&action;=edit) and please also explain why, when I was editing the original article in the SandBox section, the drafts that I worked hard on, started, after a few hours of working on the page, to disappear every 12 seconds, and the Wikipedia Policy on top of the SandBox page states that the edits on the SandBox pages will be removed every 12 hours, not every 12 seconds. Then I go back to the Sandbox page to have another try, to create the article again, and there is a message typed by yourself, being the admin editor on duty at the time checking new edits and new articles being drafted, in the edit section, that ""the edits on this page will be removed every 12 seconds"". The meaning behind this message was clear. No matter what I was to write in the SandBox edit page and/or in an actual article on a main Wikipedia page, you and those who you are fronting for have already decided to speadily delete the edit and/or article. The message is clear that the subject matter that involves the now destroyed the seven volumes of Triumph of Truth (Who S Watching The Watchers?), that are not for sale, as they simply do not exist anymore, but their original existence can be easily verified by speaking to the main political historian that was in charge of the ordering of the seven volumes of Triumph of Truth (Who S Watching The Watchers?) at the JS Battye Library, also by search in all the references and links that have been provided suporting the article, as well as reading the article on the Old Boys Melbourne High Schol page that has been on the internet for over 12 year, (Please See: Google search on Stephen Carew-Reid MHSOBA 1907-2009 : Luncheon Club - 8 July Stephen Carew-Reid - arguing with the Judiciary ... Instead his father John Hastings Carew-Reid talked him into comming back to Perth WA and taking over the. www.mhsoba.asn.au/default.asp?pg=luncheon&spg...; - Cached - Similar - )at http://www.mhsoba.asn.au/default.asp?pg=luncheon&spg;=display&articleid;=2266 ""  Stephen Carew-Reid - arguing with the Judiciary     -Stephen went to Christ Church Grammer School until 1962 when his family moved to Melbourne. There he attended Brighton Grammer School from 1963 to 1969. In 1970 he attended Melbourne High School and received a Commonwealth Scholarship to attend Melbourne University to complete a Law Degree. Instead his father John Hastings Carew-Reid talked him into comming back to Perth WA and taking over the family stone business and completing a Bachelor of Commerce Degree during the years 1971-75. Stephen received 75% of the family company worth about $8,000 in compensation to his other two brothers and one sister receiving about $20,000 to start their adult life with. Stephen built this company up with wise real estate investments from $8,000 in value to over $500,000 by the end of the 1970's. Stephen wanted to develop these properties himself and make a further $1 million development profit by building town houses and offices on the land. During his university days he rented all the rooms out in the houses to pay for the mortgages, had two children and was one of the 8 selected out of over 2,000 entries to fly to Melbourne to be part of the Johny Young Song Festival. His father took control of the company back from Stephen by issuing an extra 5,000 shares now it was very valuable and stopped Stephen from developing the house himself and in fact sold the house to a property developer who made $1 million profit. His father died in 1986 and left the WA Public Trustee as executor of this will. Stephen ended up sueing the Public Trustee for mishandling the etate and ended up representing himself for over a decade in the WA Courts against the Public Trustee who used their power of City Hall against him. Stephen has ended up having his practical expereince in the courts before he did any formal training and has now written a series of books about the fight he has had with the WA Public Trustee and the WA Government called, The Triumph of Truth (Who S Watching the Watchers). The books have been named after his late Great Grand Father, Sir Edgar Bertram McKennal who was well known bronze sculpter in the earty 1900's in Melbourne who went on to becoming quite famous in Europe. Before he left Melbourne to further his art in Europe, 	2009	True	user	random	train
0	84369619.0	  == Umm, just one more thing . . . (popups recommended)==   looky here in '05 . . . trivia looky here in '04 . . . trivia looky here in '03 . . . trivia looky here in '02 . . . trivia looky here in '01 . . . trivia  looky here in '00 . . . triv...oh, Miscellanea! Smart NYer! looky here in '99 . . . trivia looky here in '98 . . . trivia looky here in '97 . . . trivia looky here in '96 . . . trivia  looky here in '95 . . . trivia looky here in '94 . . . triv...oops, no Series that year. looky here in '93 . . . trivia looky here in '92 . . . trivia looky here in '91 . . . trivia looky here in '90 . . . trivia  I'm tired of piping these links, so if you don't mind:   1989 World Series#Trivia 1988 World Series#Trivia 1987 World Series#Trivia 1986 World Series#Trivia 1985 World Series#Trivia  1984 World Series#Trivia 1983 World Series#Trivia 1982 World Series#Trivia 1981 World Series#Trivia 1980 World Series#Trivia  'Nuff said. Or perhaps not. Here's a tidbit from that last WS """"Trivia"""" section linked above:  * According to Tug McGraw, one of the police horses, who lined up in the field during the 9th inning of Game 6, was not """"stadium trained."""" (8th item down the list)  I don't think you can top (or is it bottom?) that for trivia. There's a simple reason that over a quarter of a century of trivia sections (and probably more) have piled up in these World Series articles: Writing well is hard work. It's just too easy to simply drop minutiae onto these pages and file them under """"Trivia"""" and let somebody else do the hard work of integrating them . . . later.   Part of my motivation for dredging up all those links above is that I've noticed an inconsistency of style and layout, and some confusing or redundant info in all the WS articles going back to 1903. It's like the same car built by different contractors at different times with different materials. I find it a bit troubling because it's a sign of limited effort, limited means for anybody to have developed a plan for what could be a real highlight of WP (can you say """"Fall Classic Portal""""?). I found it fairly easy to take the '06 trivia about La Russa and Leyland and create a separate section under the """"Background"""" section, and it seems to have held up since Friday night. But it took some time to sift through it and move the info.  Cutting to the chase: All this WS """"Trivia"""" is classifiable. The better it's organized, the less it will seem like trivia, so if a handful of """"labels"""" could be cooked up for categories of info formerly known as trivia, the overall style of these articles will seem to read better. That ought to settle the trivia issue.  Postscript: For instance, a 4-1 WS where one contender splits """"on the road"""" and then comes home and sweeps to win 3 more and clinch is fairly rare from what I've looked up so far. What the Cards have done against Detroit in 2006 matches what NY (NL) accomplished in 1969 (except the Mets dropped Game 1 instead of 2 to Baltimore). I'm still working my way thru past Fall Classics to see when else this happened, so I can add this info to the '06 article in an appropriate place, but not as an addition to the dreaded Trivia section. A heading that might be appropriate for this info each and every year: Long series, short series. 4 or 5 games would classified as a short series, 6 or 7 classified as long. Easy to spot trends in this area and develop copy to fill a section like this. Was a short or long series predicted each year; by who; was a trend broken, were the prognosticators wrong, did a noted BB writer point this out so it doesn't smack of the dreaded Original Research? Now really 'nuff said.   """	dev
0	   I so agree with you guys. All my teachers tell me not to use Wikipedia. I dont listen to them though. Who does?  Ilovedirtbikes 	test
0	 ::Or, perhaps: ::: :: —    	dev
0	  == Super Bowl halftime ==  Bro, I couldn't help but notice your sandbox work for the Super Bowl XLVI halftime show, and it's quite impressive. When do you think you'll transfer it over to the main article? Also, would you mind helping me out with Super Bowl XLIX halftime article?? I first made the redirect back in October, and plan to work on the article after the event takes place. I'm not sure I could take on this alone.   /  	dev
0	  Please use the articles discussion page.   	train
0	sandbox. Thank you.  	train
0	  : If you are talking about the intro, go and check out a content-heavy character like Henry Pym to see how the information was arranged. If it is the illustration info, it belongs in the PH.    	test
0	  === Mitchel Musso ===  Please find a valid citation before claiming that Mitchel Musso is 'openly gay'. Thanks,   	train
0	  OK, here's a few:  Inline citations - you can delete the fields you don't need and compress the template fields onto one or two lines, rather than a dozen.  In preferences, set it so you get a reminder to leave an edit summary - important for other users.  Next to the save page button, there is a preview button. You can use this to see what your edit looks like before you save it.   It might be an idea to prepare articles in a user subpage, or even off-wiki, so you don't have to hit the edit button quite so quickly.  But generally, things are shaping up. If I get time to look in more detail, I will.   	dev
0	Well, Bbb23, looks like you've dealt with this one before, so I'll leave it in your capable hands. Thanks for asking and I wish you the best of luck with her.     	test
0	  ==Eretz Yisrael/Erets Yisrael== Erets Yisrael is a better transliteration then Eretz Yisrael, i think it should be the transliteration of ארץ ישראל.  	test
0	I've decided to do some cleanup on Religion section because source 20 is heavily unreliable as described by Wikipedia's standards.     	dev
0	 :::Andy, I based the format on Wikipedia:Timeline and Timeline of chemistry which was given as an example of a featured list.   	dev
0	. I mean it this time, mister	train
0	"  == Fenner Wind Farm ==  In 'Specifications', a colon or period is missing before ""...the company is based in Italy.""   "	train
0	 :Will fix that. Cheers.   	train
0	  == Y Combinator ==  Would you mind taking a look at this edit (http://en.wikipedia.org/w/index.php?title=Y_Combinator&diff;=234140029&oldid;=234135955)?  I think that OrangeMike is deliberately defacing every constructive edit I make on Wikipedia.   	train
0	 : *sigh* ~  	dev
0	"  == ""Lab"" created Alexandrite Chrysoberyl ==     Synthetic alexandrite-like sapphires are produced by the Flame-fusion method using Vanadium Oxide as the chromophore or coloring agent. These stones have been manufactured since 1909 and are commonly marketed as a ""substitute,"" for genuine alexandrite chrysoberyl which is vastly more expensive. Experienced gemologists can detect these stones through simple use of magnification which reveals internal curved striae and sometimes gas bubbles which confirms their synthetic origin. The change of color is also unlike genuine or lab-created alexandrite."	train
1	  Wow asking some one his nationality is racial, don't you think you need to grow up then. In that case every author writing article on your bloody jihad would be a hero, And every american who were killed are fools. For me you all are the same, i wont see a pen in your hand. it will be some freaking gun or grenade.	train
0	  == Confusing again ==  I added the confusing tag, because (when I read it(, a clear set of events was not there.  	train
0	" :After your first message I put this on the talk page, but you maybe didn't have time to read it before the article was deleted: :If you want detail about why it is historically nonsense: York and Lancaster were branches of the house of Plantagenet, competing with each other but not with some independent ""Plantagenet"" faction. The house of Tudor was descended (maternally) from a branch of the Lancasters, who did not survive the wars. The first Tudor King, Henry VII, came to the throne by winning the Battle of Bosworth in 1485, which was Tudor vs. York. The next year he married Elizabeth of York which helped legitimise his claim to the throne; but any tensions in the next few years were Tudor vs. York, not Tudor and York vs. ""Plantagenet assemblies."" :Research: I read the articles Plantagenet, Tudor dynasty, Battle of Bosworth, Henry VII of England, Elizabeth of York, checked the links  and a few on-line sources about Norton Canes, and off-line checked A.R.Myers, England in the Late Middle Ages, p.185, which lists risings and disturbances from 1486 to 1497 but does not mention this, and C. Ransome, A Short History of England, p.173, ditto.  :  "	test
0	"  :Since the article is titled ""List of places"", why should it include only UCs? Why not localities as well? This is but one of the issues with this article. When it was first created, it was titled ""List of cities"", apparently because the article creator thought that a UC was a city, which it isn't. It was renamed ""List of places"" because not all of the places listed were cities, but the name is ambiguous, hence my comments at the Victorian AfD.   "	train
0	 :. I've gone with the coordinates given at this page (which are a wee bit northeast of the ones you suggested), since that's an available source that can be used for verification. Thanks for pointing out the error.   	test
0	SagMab, will you please stop reinserting the claim that the retired London antique dealer is the same person as the artist from Seattle. Yes, they have the same name. I have the same as this guy, but I assure you it isn't me. What makes you come to the unlikely conclusion that they are one and the same?     	train
0	  == Your Question ==  On my recent Rfa you asked me how have I improved since my last Rfa. Though my Rfa is now over, I feel obliged to answer your question. In my last Rfa there was 2 major concerns:civility and edit warring. Since then I have stopped bitting newbies, and I have not said anything uncivil. I do not want to be a uncivil editor because that has a terrible effect on the community. I love the idea of wikipedia, and I want to help it, not hurt it. I have stopped edit warring as well. I have learned to stay away from wikipedia when under RL stress. When stressed you are more apt to act stupidly. Have a nice day:) 	train
0	  :Agreed.  Chadbryant is merely running at windmills and his visor is obscuring his vision.  	test
0	So, could you be more specific? ::::	train
1	.  :Also! The interview where he claimed to be German he claimed to be German JEW, look it up to the idiot who keeps erasing my edit	train
0	30 December 2010 (UTC)	train
0	hakan şükür is an ethnic Uzbek Turk whose familiy was immigrated from Balkans, as he states so.    	train
0	"  == Bowser ==  I replaced the New SMB image with the Mario & Luigi image because this version of Bowser had more reception than any version of him in the history of the series. I put it there because it depicts him in a game where he is arguably the main character of the game, not because it's the most recent image. We do not have a ""most recent appearance"" rule because it makes an article unstable, and suggests that we use an image JUST because it's newer, not because it's better. -    "	test
0	  ==Edmund Falconer== I just wanted to tell you that I really like this article.  Concisely, clearly, interestingly written, fully sourced, and about an interesting person I've never heard of.  I'm glad you stuck around. -  ·  	test
0	 January 2012 (UTC) ::::Hi again. Sadly, the person has returned and is now using this IP . They are both from Burton-on-Trent and are hitting the same articles with the same edits. Do you think you can act on this info or do you want me to post a set of warnings on the new IPs page? Also if this persists would you like me to make a list of the articles hit and add semiprotection? As ever thank for your assistance in this matter.  |  21:25, 31	train
0	intelligent and honest reader	train
0	"::::I bet the Emperor was descended from the Zombie Elk.  On another note: You 'get time'?  Jeeze, how on Earth do you manage to achieve that one, then?  I have been trying to 'get time' for ages!  Ta for that lovely comment about my learning rate o)  As a WikiWolfcub, I have been incredibly fortunate to find an adopter with outstanding leadership skills in Montanabw, which has helped.  I am also an obsessive-compulsive-learner-of-things, which I guess also helps, lol!  I know you don;t go in for user boxes on your page, but as I have to consider you to be a joint-adopter, maybe you could make an exception and add the ""I adopted a WikiWolfcub"" to your page o)   I feel that your heroic/angelic efforts in Cub-training deserve recognition - and I am truly thankful for all the help you've provided to me     "	train
0	  ==  ==  Just wondering why you blocked ?  His last edit was before I added a level 2 warning to his talk page, and he didn't edit after that.  Barek then added a template that was concerning a previous edit, and then you blocked the editor.  The level 2 warning alone seemed to stop the disruption, so the level 3 warning didn't seem necessary, let alone blocking the editor.  Is there some reason you felt that the disruption was likely to continue, despite the spam links ceasing after a level 2 warning? -  	train
0	 :Please observe the need for consensus. And perhaps you can tell me whether Gregor Mendel was German or Czech! (At present our article calls him Silesian; I think he used to be Austrian). Although the debate may seem trivial, admins will have to intervene if people won't follow WP:Dispute resolution. Nationality in many parts of Europe is difficult.   	test
0	 ::::::Without looking at all FA I'm aware that the two out of two I've looked at use the template included in the article. The template on the Hearts one I prefer now because it can be colour adapted and the white space leaves space for photos of the squad, that's only if you can find free ones though. I would happily change it after growing to like that template which is far more compliant however I think I'm in a minority.   	train
0	  Hi Raymond, I was thinking of issuing OrangeMarlin with some sort of warning for the following edits, but thought that may seem inflammatory coming from me, given our past interactions. Could you please check out these diffs, and let me know what you think?      He is clearly and deliberately disrupting the talkpage of Expelled: No Intelligence Allowed with a seemingly anti-Christian agenda. I don't personally like to use the term 'POV', it seems incivil but OrangeMarlin is continually throwing it around at anyone who dares disagree with him. This was the basis of my fascist comment, as it seems somewhat hypocritical of OrangeMarlin to be so sensitive about his Judaism, yet so willing to dismiss another's religion, this being Christianity.   	test
0	  == Early WWF career ==  Does anybody know where the 1st part of Hennig's WWF career the 1982-1990, lots of its missing, and it only starts at his title loss to the Texas Tornado, in mid 1990.	test
1	  == Fuck Off! ==  Fuck Off!	train
0	  ==Bert Weedon==  Although he has only two languages, I think he deserves a place as he was very influential in guitairing   	train
0	  ::Anyone can be on iTunes. That isn't a mark of notability. The simple fact that you personally declare Tarantic and Night Drive to be major independent labels isn't enough.   	train
0	"  There is a standardization agreement between the air forces of the US, UK, Canada, Australia and NZ, that defines a missile as ""A weapon or object to which propulsive energy is applied or continues to be applied after launch.""  See AR 310-25.  Since those are the air forces of the major English speaking countries, that would seem to be the best source for the current military use of the term."	train
0	"  == Your bold claims about what sources show ==  Per this edit summary, ""remove suggestion that NI is included in team name. per all International Olympic committee sources this is not the case"", I'll ask you again on your own talk page, given your muteness elsewhere, where is the source from the IOC that explicitly states that the name of the team is Great Britain? If you cannot produce the source, then it's pretty clear you are engaging in improper original research, because you're argument boils down to 'look at the sign they carried in the opening ceremony' or 'look at the title on the IOC webpage', which is of course utter intellectual garbage if it contradicts things like the BOA's own explicit statement that Team GB is the Great Britain and Northern Ireland Olympic Team. I've no issue with you using IOC usage as the basis of a Manual of Style for various tables/articles etc, but in the places that specifically talk about the team name, or where the use of the BOA's own terminolology is relevant, but where you've been busily rewriting facts and removing sources you apparently just don't like, this is unnacceptable.   "	dev
0	 ::I am always civil. If you don't want your writings quoted, don't express them in a public forum. If your embarrassed to see your writings repeated, don't released them under a free license.   	dev
0	  == Removal of Fixed Issues ==  If a game had an issue that was fixed in a System Update, can't we just remove the issue in the description?	train
0	"  ==DYK== {| class=""messagebox -talk"" |- | |On 12 April, 2008, Did you know? was updated with  from the article Ivatan people, which you created or substantially expanded. If you know of another interesting fact from a recently created article, then please suggest it on the Did you know? talk page. |}  I believe you deserve the credit. I was wondering why these admins forget to give you this one.   "	train
0	  HAHHA you think you can stop me 😂😂😂	test
0	"  ==Barnstar==   {| align=left width=150 border=1 |- |bgcolor=black| | style=""font:8pt arial; text-align:center""|BruceHallman, for your hard work in fighting for the truth in publishing, I hereby award you the Benjamin Franklin barnstar, which is given to those who have gone above and beyond the call of duty to stop Wikipedia being used for corrupt purposes.   |}"	train
0	   == OK forgive me == Please for give me.	train
0	 Edit summaries   Please use English in your edit summaries. This is the English language Wikipedia. Thanks,  	train
0	I can't tell if you're being serious or not after your two most recent edits in the masculinism article. Do you not see that a source from 1989 cannot possibly respond to a source published in 2012? You have been trying to add the same piece of synthesis and editorializing since May 2013 and you continue to edit war over it. Is this some elaborate hoax or is your understanding of our content policies truly as warped as it appears?     	train
0	 :::::I've created some new categories that split the backlog up by day.  This should help the backlog drive while waiting on a usable list view.  See the talk page for details. ///(e-mail) 	dev
0	  Besides, you was defecate my image, for ex. the Grave of Vince Talabér.  	train
0	"  ==""Lies""== Insted of saying that my work is lies. Take one point and prove it wrong with a source. There you go.    "	train
0	  ::Man... I apologized 3 times!! Could Hersfold be more evil?	test
0	proposed the bank notes 	train
0	  The link in the reference section no longer works.	train
0	  *This is a non-controversial move for the most part but put it up for move mainly for feedback reasons as we do have several articles that are not named correctly at present and just going through some clean up of articles.   	train
1	 == This guy is a fucking loser==  Hey nerd, get a fucking life and stop editing shit out and warning me, who gave you the right?  Just because you have hours to waste online means you can boss ME around?  This website is useless as a resource because it can be edited, why be so damn anal.	dev
1	BLAHBLAHBLAHBLAHNLAHNLAHBLAHBLHA AND STOP CHANGING MY GODDAMN CHANGES BLAHBLAHBLAHBLAHNLAHNLAHBLAHBLHA   	train
1	  :c'mon BITCH, speak up.	train
0	  == Possibly unfree File:Refugee girl.jpg == An image that you uploaded or altered, File:Refugee girl.jpg, has been listed at Wikipedia:Possibly unfree images because its copyright status is unclear or disputed. If the image's copyright status cannot be verified, it may be deleted. You may find more information on the image description page. You are welcome to add comments to its entry at the discussion if you are interested in it not being deleted. Thank you.       	train
0	 International Baccalaureate  The international baccalaureate or IB program is a great program that goes through 1-12 grade and offers an ib diploma that is very well looked at all around the world. It is broken down into 3 different age groups. The diploma program is for students aged 16- 19. The middle years program is for students 11-16 years old and of coarse the primary years program which focuses on children ages 3-10.   The IB program was founded in Switzerland in 1968. It is a non-profit organization. It is specially designed for a child to find his or her special approach to learning. It lets a child try many different learning aspects to fully realize the potential one has.   All of the classes are tied together in some way. The teachers work together to match classes. They try very hard to combine off classes like science and English. The IB program is a working programs those strides to make every child smarter.	train
0	  Another thing to note, all site titles refer to the site as TVbytheNumbers. Whisternefet  |  	train
0	conduct Wikipedia business 	dev
1	 Lol I remember U-Manga that shit was funny. But seriously Orton isn't Orn and Vickie is one of the worst things about wrestling.  	dev
0	  == Hi, you deleted a serious query ==  Sorry if it sounded silly.  It was a real question.	dev
0	  ==AfD nomination of China at the 37th Chess Olympiad== I have nominated China at the 37th Chess Olympiad, an article you created, for deletion. I do not feel that this article satisfies Wikipedia's criteria for inclusion, and have explained why at Wikipedia:Articles for deletion/China at the 37th Chess Olympiad. Your opinions on the matter are welcome at that same discussion page; also, you are welcome to edit the article to address these concerns. Thank you for your time.   	dev
0	Mike92591|talk]]) 19:46, 8 October	train
0	 (UTC)  Please note that the school song was originally created in the Chinese language, and that there has been no official English version of the song. It would also not be viable to have an English version of the song, as this would completely destroy the image of the school as a Chinese school.   06:41, 21 October 2008	train
0	 ::::scrap that, it does meet criteria and its gone to deletion review  /  	dev
0	" May 2007 (UTC) ::::::: Even BBC consider's a Google search as valid source: ""A search on Google shows almost 700,000 pages have published the key."" see DRM group vows to fight bloggers for more juicy bits.  10:56, 4"	train
0	 Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary.  Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary.Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary.  Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary.Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary.  Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary.Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary.  Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary.Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary.  Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary.Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary.  Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary.Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. Recognise me in an edit summary. R	train
0	 Contested deletion   This page should not be speedy deleted because U-niq is one of the biggest hip hop artists in Netherlands. References will come.   	train
0	   Please do not vandalize pages, as you did with this edit to Anna Bligh. If you continue to do so, you will be blocked from editing.  ''''  | '' 	train
0	  == (Career Change) ==  The latest Popbitch mailout (9th April 2009) apart from referring to the vandalism of this site also refers to Paul Danan quitting acting and becoming a recruitment consultant in Loughton, Essex. I am in two minds whether to post this as it may be true from a verified source or it may be Popbitch trying to get a story accepted as fact and amended to the site. Does anyone have any knowledge of this ?   	dev
0	 :::::::::The two interwiki links are considered as links by AWB's logic. No idea why.    	train
0	  == Plagerism == This entry is almost entirely taken from [].  It is copyrighted.  Please fix the immediately before action is taken.	test
0	 ==Persian Jews are different with Iranian Jews== Persian Jews are those who speak persian in farsi speaker lands ,Iranian Jews means Jews who lives in Iran which Includes Kurdish Jews and formerly Bukhuris and Juhuris Jews.  8:22, 31 August 2009 (UTC)	test
0	 ::::Again, this is normal for this type of list. Look around WP, and you'll see that for yourself. And there's only one editor edit-warring here and that's you.   	train
0	  == Quit putting BS paragraph titles. ==  I am accurate as the links and sources I have used. What the hell is The Authority Era? I've never heard that ever. The eras I have listed actually happened and for BillMcNeal the Brand Extension wasn't from 2002-2012, it went until 2011. Dumb paragraph title. Quit being a troll.  	train
0	 Steve, I was hoping you were right. However, according to http://jmsnews.com/msg.aspx?id=1-17765 - I still retain the novel rights, but have fallen behind on the writing of it due to other, more crucial deadlines. jms     	train
0	Archive Six: February 2008 → March 2008 	train
0	  == North Korea == Thanks for the edit to the ref - it's 0430am and I don't want to start messing about with wikicode at this time of the morning, but also didn't want to miss the responses - so thanks for for cleaning that up for me! )    : It's only 8 p.m. here, so I'll try to keep it updated and growing as long as I can. I'm quite surprised there wasn't an article up even earlier. ''''''  :: No worries - I anticipate that it will be accepted as a headline so more editors will contribute as the day passes. I was surprised as well actually - I expected there to be one full of information by the time I checked - as tends to be the case.   	train
0	"  == here offer best lingerie  ==  American burlesque queen Dita Von Teese has become a red-carpet celebrity and fashion icon, despite the fact that her strip routines  splashing around in a g-string and pasties (nipple stickers) in a gigantic cocktail glass, or pouring warm corset tops corset topsliquid over her thrust-out breasts  hardly set new benchmarks for actorly accomplishment. All-girl pop group The Pussycat Dolls were a Las Vegas burlesque act before they bumped and ground their way corset tops corset topsinto pop music's big time. Australia is no stranger to the burlesque renaissance. This month Circus Oz, normally a staple of the family entertainment market, will perform its adults-only burlesque circus The Blue Show, in its 100-year-old Melba Spiegeltent in Melbourne. According to the press release, The Blue Show promises ""a sizzling night of raw physicality, sexy antics and cheeky fun . . . exposing more than a little skin"". Briefs, a disorderly roll call of ""boylesque"" corset tops corsets dressartists from Brisbane, arrives at the Sydney Opera House this month and promises a ""bare all"" evening ""with balls and brains"". Fez Faanana, the founder of Briefs, which has a cult following in Brisbane, believes there is ""a massive revival of burlesque at the moment, which is about taking it somewhere new for audiences"". His troupe's show is an old-style variety act in which RSL club meets nightclub, and theatre intersects with circus."	dev
0	 :::::Docsoc, as Ariel said above, there are no google results, I always do a search prior to deleting articles, Wikipedia articles are not deleted without investigation. Provide three, verifiable third-party reliable sources, and I'll look into restoring the article.    	test
0	"  Well, maybe not a ""good"" source, but these are my two cents: I study Electrical Engineering in Madrid's Technical School and I often check my e-mail in a hall where there are several computers for students. I don't use Tuenti but every single day I hear conversations about someone's pics on Tuenti, and every single day there are people next to me checking someone up on Tuenti. Tuenti is definitely more popular than Facebook in Madrid's universities."	train
0	 ::::::Meh, I'm good. Hopefully, the Arbs will understand my concern.   	train
0	Bangladeshi Cyclists I notice you did a name change in the captioned article. Since the article name is Bangladeshi Cyclists ‎I would recommend that you discuss changing the name on the talkpage. If there is consensus then perhaps the name of the article would need to be changed also. However, do not make a unilateral decision to change. Consult other editors who've been involved in the article to get their feedback.   	train
1	  == Jingle Bells ==  Hi Jamie, I just wanted to let you know that I don't really like you, and you don't do a very good job.  Have a nice day being a fat editor.	train
0	 ::Thank you; I've been really bust elsewhere lately.   	train
0	 ==Talkback==  BTW, Otopeni is now Henri Coandă International Airport    	train
0	I have added some paragraphs covering changes to social housing management in the UK since 1979 - Right to Buy, Large scale transfers to HAs, ALMOs, Decent Homes, Choice Based Lettings. There is some overlap with the Council Housing entry, but if someone searched on social housing and arrived at this UK entry I hope the extra material will provide some help. Seeing the first item above, maybe more to say on ASBOs and tenancy agreements?     	train
0	"  == A barnstar for you! ==  {| style=""background-color: #fdffe7; border: 1px solid #fceb92;"" |rowspan=""2"" style=""vertical-align: middle; padding: 5px;"" |  |style=""font-size: x-large; padding: 3px 3px 0 3px; height: 1.5em;"" | The Defender of the Wiki Barnstar |- |style=""vertical-align: middle; padding: 3px;"" | Thanks for your work on paid editor cleanup -) Best   ·  · email)  |}"	test
0	  ::It's our responsibility as editors to get the article right - see WP:BLP - whether the subject himself shows up on the talk page to discuss it or not. It is not the purpose of Wikipedia to force subjects to become editors.   	train
